date,restaurant_id,ingredient_id,ingredient_name,quantity,total_cost,via_zeemart
YYYY-00-DD 00:00:SS,6,13,Lettuce,2.67,41.35,TRUE
YYYY-00-DD 00:00:SS,6,7,Soy Sauce,1.48,8.28,FALSE
YYYY-00-DD 00:00:SS,6,19,Mushrooms,4.77,79.47,FALSE
YYYY-00-DD 00:00:SS,6,11,Ginger,3.08,35.29,TRUE
YYYY-00-DD 00:00:SS,7,13,Lettuce,2.45,40.87,FALSE
YYYY-00-DD 00:00:SS,7,15,Olive Oil,4.85,115.36,TRUE
YYYY-00-DD 00:00:SS,7,5,Salmon Fillet,2.99,21.8,TRUE
YYYY-00-DD 00:00:SS,7,18,Beef Strips,2.14,46.74,TRUE
YYYY-00-DD 00:00:SS,7,19,Mushrooms,3.44,58.36,TRUE
YYYY-00-DD 00:00:SS,7,19,Mushrooms,1.21,20.07,TRUE
YYYY-00-DD 00:00:SS,8,5,Salmon Fillet,4.63,33.55,TRUE
YYYY-00-DD 00:00:SS,8,3,Coconut Milk,1.58,29.48,FALSE
YYYY-00-DD 00:00:SS,8,4,Broccoli,4.94,66.41,TRUE
YYYY-00-DD 00:00:SS,8,6,Tofu,3.69,56.42,FALSE
YYYY-00-DD 00:00:SS,9,20,Cheddar Cheese,1.95,46.75,TRUE
YYYY-00-DD 00:00:SS,9,13,Lettuce,2.47,39.87,TRUE
YYYY-00-DD 00:00:SS,9,15,Olive Oil,3.53,86.4,TRUE
YYYY-00-DD 00:00:SS,9,18,Beef Strips,1.36,32.19,FALSE
YYYY-00-DD 00:00:SS,9,1,Chicken Breast,2.28,24.49,TRUE
YYYY-00-DD 00:00:SS,9,4,Broccoli,1.16,16.15,TRUE
YYYY-00-DD 00:00:SS,10,9,Noodles,3.71,35.94,FALSE
YYYY-00-DD 00:00:SS,10,11,Ginger,3.05,33.31,TRUE
YYYY-00-DD 00:00:SS,10,14,Coriander,3.58,30.13,TRUE
YYYY-00-DD 00:00:SS,10,1,Chicken Breast,3.76,41.23,FALSE
YYYY-00-DD 00:00:SS,10,9,Noodles,4.75,46.6,FALSE
YYYY-00-DD 00:00:SS,10,6,Tofu,2.36,33.8,TRUE
YYYY-00-DD 00:00:SS,10,4,Broccoli,4.7,67.31,FALSE
YYYY-00-DD 00:00:SS,11,17,Bell Peppers,2.03,49.07,TRUE
YYYY-00-DD 00:00:SS,11,5,Salmon Fillet,4.27,31.94,TRUE
YYYY-00-DD 00:00:SS,11,6,Tofu,3.12,45.29,TRUE
YYYY-00-DD 00:00:SS,11,17,Bell Peppers,1.37,33.89,FALSE
YYYY-00-DD 00:00:SS,11,20,Cheddar Cheese,4.6,109.26,TRUE
YYYY-00-DD 00:00:SS,12,4,Broccoli,2.36,32.08,FALSE
YYYY-00-DD 00:00:SS,12,10,Garlic,3.9,74,TRUE
YYYY-00-DD 00:00:SS,12,8,Chili Paste,4.55,108.47,FALSE
YYYY-00-DD 00:00:SS,13,3,Coconut Milk,3.57,63.91,FALSE
YYYY-00-DD 00:00:SS,13,3,Coconut Milk,1.65,32.05,FALSE
YYYY-00-DD 00:00:SS,13,18,Beef Strips,3.43,74.69,FALSE
YYYY-00-DD 00:00:SS,14,16,Onions,1.41,29.38,FALSE
YYYY-00-DD 00:00:SS,14,6,Tofu,1.02,14.68,TRUE
YYYY-00-DD 00:00:SS,14,20,Cheddar Cheese,3.19,76.21,TRUE
YYYY-00-DD 00:00:SS,14,7,Soy Sauce,3.61,19.97,FALSE
YYYY-00-DD 00:00:SS,15,7,Soy Sauce,3.85,21.33,FALSE
YYYY-00-DD 00:00:SS,15,13,Lettuce,2.3,37.54,FALSE
YYYY-00-DD 00:00:SS,15,12,Tomatoes,3.6,57.38,TRUE
YYYY-00-DD 00:00:SS,15,17,Bell Peppers,3.63,86.95,TRUE
YYYY-00-DD 00:00:SS,15,8,Chili Paste,1.37,31.35,TRUE
YYYY-00-DD 00:00:SS,15,11,Ginger,2.06,22.54,TRUE
YYYY-00-DD 00:00:SS,15,18,Beef Strips,4.89,110.78,TRUE
YYYY-00-DD 00:00:SS,15,8,Chili Paste,4.57,107.37,TRUE
YYYY-00-DD 00:00:SS,16,2,Basmati Rice,4.18,29.06,TRUE
YYYY-00-DD 00:00:SS,16,2,Basmati Rice,3.31,22.99,FALSE
YYYY-00-DD 00:00:SS,16,3,Coconut Milk,1.78,33.99,TRUE
YYYY-00-DD 00:00:SS,16,9,Noodles,2.12,20.55,TRUE
YYYY-00-DD 00:00:SS,16,7,Soy Sauce,3.58,19.71,TRUE
YYYY-00-DD 00:00:SS,16,19,Mushrooms,4.76,84.39,TRUE
YYYY-00-DD 00:00:SS,16,8,Chili Paste,4.66,106.66,FALSE
YYYY-00-DD 00:00:SS,16,14,Coriander,1.06,9.62,TRUE
YYYY-00-DD 00:00:SS,17,14,Coriander,2.71,24.68,TRUE
YYYY-00-DD 00:00:SS,17,14,Coriander,4.85,43.68,TRUE
YYYY-00-DD 00:00:SS,17,2,Basmati Rice,2.18,14.98,TRUE
YYYY-00-DD 00:00:SS,18,4,Broccoli,4.4,59.61,TRUE
YYYY-00-DD 00:00:SS,18,11,Ginger,1.68,18.97,FALSE
YYYY-00-DD 00:00:SS,18,4,Broccoli,4.74,66.69,TRUE
YYYY-00-DD 00:00:SS,18,7,Soy Sauce,3.28,17.91,TRUE
YYYY-00-DD 00:00:SS,18,5,Salmon Fillet,3.46,27,TRUE
YYYY-00-DD 00:00:SS,18,9,Noodles,1.56,15.91,TRUE
YYYY-00-DD 00:00:SS,18,3,Coconut Milk,4.51,86.28,TRUE
YYYY-00-DD 00:00:SS,18,18,Beef Strips,3.79,88.55,TRUE
YYYY-00-DD 00:00:SS,19,18,Beef Strips,2.44,54.72,FALSE
YYYY-00-DD 00:00:SS,19,3,Coconut Milk,4.24,81.66,FALSE
YYYY-00-DD 00:00:SS,19,8,Chili Paste,4.47,107.94,TRUE
YYYY-00-DD 00:00:SS,19,16,Onions,3.05,62.53,TRUE
YYYY-00-DD 00:00:SS,19,13,Lettuce,4.19,67.75,FALSE
YYYY-00-DD 00:00:SS,19,6,Tofu,3.81,58.45,TRUE
YYYY-00-DD 00:00:SS,19,13,Lettuce,4.56,71.46,TRUE
YYYY-00-DD 00:00:SS,19,15,Olive Oil,2.5,58.5,TRUE
YYYY-00-DD 00:00:SS,20,18,Beef Strips,3.31,72.28,TRUE
YYYY-00-DD 00:00:SS,20,16,Onions,2.86,58.88,TRUE
YYYY-00-DD 00:00:SS,20,10,Garlic,2.15,39.59,TRUE
YYYY-00-DD 00:00:SS,20,2,Basmati Rice,1.12,7.42,TRUE
YYYY-00-DD 00:00:SS,20,18,Beef Strips,4.29,96.87,TRUE
YYYY-00-DD 00:00:SS,20,11,Ginger,1.51,17,TRUE
YYYY-00-DD 00:00:SS,20,19,Mushrooms,4.08,67.23,TRUE
YYYY-00-DD 00:00:SS,20,17,Bell Peppers,3.49,79.58,TRUE
YYYY-00-DD 00:00:SS,21,3,Coconut Milk,1.21,22.67,FALSE
YYYY-00-DD 00:00:SS,21,3,Coconut Milk,3.16,59.84,TRUE
YYYY-00-DD 00:00:SS,21,8,Chili Paste,3.9,94.74,TRUE
YYYY-00-DD 00:00:SS,21,19,Mushrooms,3.07,51.15,TRUE
YYYY-00-DD 00:00:SS,21,20,Cheddar Cheese,4.18,95.73,TRUE
YYYY-00-DD 00:00:SS,21,3,Coconut Milk,2.76,49.38,TRUE
YYYY-00-DD 00:00:SS,21,19,Mushrooms,1.1,19.52,TRUE
YYYY-00-DD 00:00:SS,22,9,Noodles,4.34,45.05,TRUE
YYYY-00-DD 00:00:SS,22,11,Ginger,2.64,28.68,TRUE
YYYY-00-DD 00:00:SS,22,13,Lettuce,1.63,25.32,TRUE
YYYY-00-DD 00:00:SS,22,10,Garlic,3.2,59.65,TRUE
YYYY-00-DD 00:00:SS,22,3,Coconut Milk,3.64,66.5,TRUE
YYYY-00-DD 00:00:SS,23,19,Mushrooms,4.82,83.69,FALSE
YYYY-00-DD 00:00:SS,23,3,Coconut Milk,3.22,60.82,TRUE
YYYY-00-DD 00:00:SS,23,17,Bell Peppers,2.68,62.15,TRUE
YYYY-00-DD 00:00:SS,23,12,Tomatoes,2.42,38.23,FALSE
YYYY-00-DD 00:00:SS,23,8,Chili Paste,1.06,23.64,TRUE
YYYY-00-DD 00:00:SS,23,6,Tofu,1.18,16.77,TRUE
YYYY-00-DD 00:00:SS,23,18,Beef Strips,4.42,103.28,FALSE
YYYY-00-DD 00:00:SS,24,17,Bell Peppers,2.9,66.22,TRUE
YYYY-00-DD 00:00:SS,24,18,Beef Strips,2.97,67.83,TRUE
YYYY-00-DD 00:00:SS,24,4,Broccoli,1.69,23.17,FALSE
YYYY-00-DD 00:00:SS,24,5,Salmon Fillet,2.59,19.49,TRUE
YYYY-00-DD 00:00:SS,24,4,Broccoli,3.54,46.63,FALSE
YYYY-00-DD 00:00:SS,24,5,Salmon Fillet,2.5,18.83,TRUE
YYYY-00-DD 00:00:SS,24,20,Cheddar Cheese,3.01,73.07,TRUE
YYYY-00-DD 00:00:SS,25,7,Soy Sauce,3.63,19.96,TRUE
YYYY-00-DD 00:00:SS,25,9,Noodles,1.28,13.22,TRUE
YYYY-00-DD 00:00:SS,25,9,Noodles,1.11,11.4,FALSE
YYYY-00-DD 00:00:SS,25,2,Basmati Rice,4.76,33.33,TRUE
YYYY-00-DD 00:00:SS,25,14,Coriander,2.55,22.5,FALSE
YYYY-00-DD 00:00:SS,26,1,Chicken Breast,2.83,31.53,TRUE
YYYY-00-DD 00:00:SS,26,5,Salmon Fillet,4.77,35.08,TRUE
YYYY-00-DD 00:00:SS,26,9,Noodles,4.84,51.27,TRUE
YYYY-00-DD 00:00:SS,27,18,Beef Strips,1.78,39.01,FALSE
YYYY-00-DD 00:00:SS,27,18,Beef Strips,1.4,30.52,TRUE
YYYY-00-DD 00:00:SS,27,3,Coconut Milk,1.38,26.25,FALSE
YYYY-00-DD 00:00:SS,27,5,Salmon Fillet,1.28,9.35,TRUE
YYYY-00-DD 00:00:SS,27,12,Tomatoes,4.38,64.24,TRUE
YYYY-00-DD 00:00:SS,27,5,Salmon Fillet,4.26,31,TRUE
YYYY-00-DD 00:00:SS,28,10,Garlic,1.47,27.36,TRUE
YYYY-00-DD 00:00:SS,28,2,Basmati Rice,3.52,25.39,FALSE
YYYY-00-DD 00:00:SS,28,7,Soy Sauce,3.94,23.1,TRUE
YYYY-00-DD 00:00:SS,29,4,Broccoli,2.13,28.45,TRUE
YYYY-00-DD 00:00:SS,29,18,Beef Strips,4,94.41,FALSE
YYYY-00-DD 00:00:SS,29,14,Coriander,4.96,42.77,FALSE
YYYY-00-DD 00:00:SS,29,5,Salmon Fillet,2.49,19.04,FALSE
YYYY-00-DD 00:00:SS,29,8,Chili Paste,2.36,57.09,FALSE
YYYY-00-DD 00:00:SS,29,6,Tofu,4.43,65.54,FALSE
YYYY-00-DD 00:00:SS,29,1,Chicken Breast,4,45.49,TRUE
YYYY-00-DD 00:00:SS,29,11,Ginger,1.41,16.47,FALSE
YYYY-00-DD 00:00:SS,30,8,Chili Paste,3.02,72.32,TRUE
YYYY-00-DD 00:00:SS,30,4,Broccoli,2.28,32.71,TRUE
YYYY-00-DD 00:00:SS,30,2,Basmati Rice,2.56,16.92,FALSE
YYYY-00-DD 00:00:SS,30,8,Chili Paste,4.62,102.76,TRUE
YYYY-00-DD 00:00:SS,30,15,Olive Oil,2.28,58.11,TRUE
YYYY-00-DD 00:00:SS,30,8,Chili Paste,4.8,112.13,TRUE
YYYY-00-DD 00:00:SS,1,7,Soy Sauce,3.53,19.98,TRUE
YYYY-00-DD 00:00:SS,1,9,Noodles,2.17,21.71,FALSE
YYYY-00-DD 00:00:SS,1,9,Noodles,3.69,38.51,TRUE
YYYY-00-DD 00:00:SS,1,17,Bell Peppers,4.17,102.08,TRUE
YYYY-00-DD 00:00:SS,1,18,Beef Strips,1.36,31.13,TRUE
YYYY-00-DD 00:00:SS,1,1,Chicken Breast,1.23,13.71,TRUE
YYYY-00-DD 00:00:SS,1,9,Noodles,2.77,29.29,TRUE
YYYY-00-DD 00:00:SS,1,9,Noodles,2.4,23.5,TRUE
YYYY-00-DD 00:00:SS,2,14,Coriander,1.57,14.02,TRUE
YYYY-00-DD 00:00:SS,2,11,Ginger,3.47,37.41,TRUE
YYYY-00-DD 00:00:SS,2,17,Bell Peppers,1.34,32.52,TRUE
YYYY-00-DD 00:00:SS,2,19,Mushrooms,1.29,22.58,TRUE
YYYY-00-DD 00:00:SS,2,2,Basmati Rice,3.82,25.44,FALSE
YYYY-00-DD 00:00:SS,2,1,Chicken Breast,1.34,15.58,TRUE
YYYY-00-DD 00:00:SS,2,18,Beef Strips,2.5,56.51,TRUE
YYYY-00-DD 00:00:SS,3,7,Soy Sauce,4.25,25.26,TRUE
YYYY-00-DD 00:00:SS,3,3,Coconut Milk,4.94,94.62,FALSE
YYYY-00-DD 00:00:SS,3,11,Ginger,2.51,27.01,TRUE
YYYY-00-DD 00:00:SS,3,4,Broccoli,4.11,57.05,FALSE
YYYY-00-DD 00:00:SS,3,10,Garlic,2.7,51.28,TRUE
YYYY-00-DD 00:00:SS,3,14,Coriander,1.44,12.52,TRUE
YYYY-00-DD 00:00:SS,3,10,Garlic,1.05,19.1,TRUE
YYYY-00-DD 00:00:SS,3,7,Soy Sauce,1.23,6.73,TRUE
YYYY-00-DD 00:00:SS,4,6,Tofu,1.47,22.23,TRUE
YYYY-00-DD 00:00:SS,4,10,Garlic,3.98,73.24,TRUE
YYYY-00-DD 00:00:SS,4,1,Chicken Breast,4.85,53.11,TRUE
YYYY-00-DD 00:00:SS,4,7,Soy Sauce,2.14,12.63,TRUE
YYYY-00-DD 00:00:SS,4,19,Mushrooms,1.89,33.54,TRUE
YYYY-00-DD 00:00:SS,4,11,Ginger,1.05,12.35,TRUE
YYYY-00-DD 00:00:SS,5,7,Soy Sauce,1.17,6.92,TRUE
YYYY-00-DD 00:00:SS,5,6,Tofu,3.11,48.62,TRUE
YYYY-00-DD 00:00:SS,5,10,Garlic,1.3,23.85,TRUE
YYYY-00-DD 00:00:SS,5,20,Cheddar Cheese,4.88,114.65,TRUE
YYYY-00-DD 00:00:SS,5,8,Chili Paste,3.52,83.23,TRUE
YYYY-00-DD 00:00:SS,5,8,Chili Paste,2.82,66.23,FALSE
YYYY-00-DD 00:00:SS,6,1,Chicken Breast,3.34,38.53,TRUE
YYYY-00-DD 00:00:SS,6,16,Onions,1.18,23.66,TRUE
YYYY-00-DD 00:00:SS,6,3,Coconut Milk,4.8,93.16,TRUE
YYYY-00-DD 00:00:SS,6,19,Mushrooms,2.82,48.4,TRUE
YYYY-00-DD 00:00:SS,7,13,Lettuce,2.11,32.56,TRUE
YYYY-00-DD 00:00:SS,7,8,Chili Paste,2.85,65.12,TRUE
YYYY-00-DD 00:00:SS,7,1,Chicken Breast,3.33,35.37,FALSE
YYYY-00-DD 00:00:SS,7,4,Broccoli,4.9,70.91,FALSE
YYYY-00-DD 00:00:SS,7,8,Chili Paste,3.79,88.21,TRUE
YYYY-00-DD 00:00:SS,7,17,Bell Peppers,2.24,54.96,TRUE
YYYY-00-DD 00:00:SS,7,18,Beef Strips,3.74,82.76,TRUE
YYYY-00-DD 00:00:SS,7,4,Broccoli,4.64,66.1,TRUE
YYYY-00-DD 00:00:SS,8,17,Bell Peppers,4.8,116.77,FALSE
YYYY-00-DD 00:00:SS,8,20,Cheddar Cheese,3.45,80.21,TRUE
YYYY-00-DD 00:00:SS,8,15,Olive Oil,4.73,119.59,TRUE
YYYY-00-DD 00:00:SS,8,17,Bell Peppers,1.18,26.74,TRUE
YYYY-00-DD 00:00:SS,8,18,Beef Strips,2.51,59.26,TRUE
YYYY-00-DD 00:00:SS,8,6,Tofu,4.95,71.18,FALSE
YYYY-00-DD 00:00:SS,9,15,Olive Oil,3.38,81.46,TRUE
YYYY-00-DD 00:00:SS,9,8,Chili Paste,4.88,117.04,FALSE
YYYY-00-DD 00:00:SS,9,9,Noodles,4.35,44.14,FALSE
YYYY-00-DD 00:00:SS,9,17,Bell Peppers,2.66,61.85,TRUE
YYYY-00-DD 00:00:SS,9,8,Chili Paste,1.23,29.56,TRUE
YYYY-00-DD 00:00:SS,9,3,Coconut Milk,4.25,83.36,FALSE
YYYY-00-DD 00:00:SS,10,9,Noodles,4.99,51.08,TRUE
YYYY-00-DD 00:00:SS,10,18,Beef Strips,4.08,97.59,TRUE
YYYY-00-DD 00:00:SS,10,5,Salmon Fillet,4.4,31.91,TRUE
YYYY-00-DD 00:00:SS,10,5,Salmon Fillet,2.8,20.06,FALSE
YYYY-00-DD 00:00:SS,11,14,Coriander,4.82,42.38,TRUE
YYYY-00-DD 00:00:SS,11,18,Beef Strips,1.91,44.49,TRUE
YYYY-00-DD 00:00:SS,11,2,Basmati Rice,3.47,23.77,TRUE
YYYY-00-DD 00:00:SS,12,13,Lettuce,1.45,23.49,FALSE
YYYY-00-DD 00:00:SS,12,19,Mushrooms,3.08,53.66,FALSE
YYYY-00-DD 00:00:SS,12,1,Chicken Breast,3.08,35.36,FALSE
YYYY-00-DD 00:00:SS,12,19,Mushrooms,3.21,54.77,TRUE
YYYY-00-DD 00:00:SS,12,1,Chicken Breast,4.51,49.53,FALSE
YYYY-00-DD 00:00:SS,12,10,Garlic,1.54,26.78,FALSE
YYYY-00-DD 00:00:SS,13,18,Beef Strips,4.02,93.17,FALSE
YYYY-00-DD 00:00:SS,13,18,Beef Strips,3.82,84.97,FALSE
YYYY-00-DD 00:00:SS,13,8,Chili Paste,1.55,34.2,TRUE
YYYY-00-DD 00:00:SS,13,9,Noodles,2.4,24.65,TRUE
YYYY-00-DD 00:00:SS,13,1,Chicken Breast,2.57,28.32,TRUE
YYYY-00-DD 00:00:SS,13,13,Lettuce,4.62,72.48,FALSE
YYYY-00-DD 00:00:SS,14,5,Salmon Fillet,3.06,23.41,FALSE
YYYY-00-DD 00:00:SS,14,18,Beef Strips,2.59,60.04,TRUE
YYYY-00-DD 00:00:SS,14,13,Lettuce,4.45,74.08,TRUE
YYYY-00-DD 00:00:SS,14,1,Chicken Breast,1.59,18.39,TRUE
YYYY-00-DD 00:00:SS,14,14,Coriander,2.97,25.21,TRUE
YYYY-00-DD 00:00:SS,14,15,Olive Oil,2.84,72.59,TRUE
YYYY-00-DD 00:00:SS,15,13,Lettuce,2.97,46.5,TRUE
YYYY-00-DD 00:00:SS,15,15,Olive Oil,3.53,83.86,TRUE
YYYY-00-DD 00:00:SS,15,13,Lettuce,1.3,19.94,TRUE
YYYY-00-DD 00:00:SS,15,14,Coriander,1.51,12.68,TRUE
YYYY-00-DD 00:00:SS,15,3,Coconut Milk,1.56,29.55,TRUE
YYYY-00-DD 00:00:SS,16,18,Beef Strips,1.73,39.01,TRUE
YYYY-00-DD 00:00:SS,16,12,Tomatoes,4.59,70.5,TRUE
YYYY-00-DD 00:00:SS,16,3,Coconut Milk,3.67,66.31,FALSE
YYYY-00-DD 00:00:SS,16,2,Basmati Rice,1.77,11.74,FALSE
YYYY-00-DD 00:00:SS,16,8,Chili Paste,1.68,38.1,TRUE
YYYY-00-DD 00:00:SS,16,1,Chicken Breast,1.71,18.18,TRUE
YYYY-00-DD 00:00:SS,16,8,Chili Paste,1.48,34.19,TRUE
YYYY-00-DD 00:00:SS,16,4,Broccoli,1.83,24.91,TRUE
YYYY-00-DD 00:00:SS,17,15,Olive Oil,3.01,74.81,TRUE
YYYY-00-DD 00:00:SS,17,12,Tomatoes,1.16,18.4,TRUE
YYYY-00-DD 00:00:SS,17,20,Cheddar Cheese,3.51,78.83,FALSE
YYYY-00-DD 00:00:SS,17,4,Broccoli,4.49,64.57,FALSE
YYYY-00-DD 00:00:SS,18,10,Garlic,1.24,22.13,TRUE
YYYY-00-DD 00:00:SS,18,1,Chicken Breast,4.22,47.96,FALSE
YYYY-00-DD 00:00:SS,18,19,Mushrooms,1.74,28.65,TRUE
YYYY-00-DD 00:00:SS,18,13,Lettuce,2.48,39.45,TRUE
YYYY-00-DD 00:00:SS,19,7,Soy Sauce,3.47,19.49,TRUE
YYYY-00-DD 00:00:SS,19,8,Chili Paste,2.85,67.73,TRUE
YYYY-00-DD 00:00:SS,19,10,Garlic,1.15,20.47,FALSE
YYYY-00-DD 00:00:SS,19,20,Cheddar Cheese,3.85,93.81,FALSE
YYYY-00-DD 00:00:SS,19,19,Mushrooms,3.05,51.89,FALSE
YYYY-00-DD 00:00:SS,19,12,Tomatoes,1.43,21.91,TRUE
YYYY-00-DD 00:00:SS,19,12,Tomatoes,3.13,46.96,TRUE
YYYY-00-DD 00:00:SS,19,11,Ginger,2.08,23.07,TRUE
YYYY-00-DD 00:00:SS,20,16,Onions,1.08,21.75,TRUE
YYYY-00-DD 00:00:SS,20,12,Tomatoes,1.85,28,TRUE
YYYY-00-DD 00:00:SS,20,15,Olive Oil,1.48,37.51,FALSE
YYYY-00-DD 00:00:SS,20,14,Coriander,3.37,29.84,TRUE
YYYY-00-DD 00:00:SS,20,17,Bell Peppers,4.16,98.95,FALSE
YYYY-00-DD 00:00:SS,20,9,Noodles,1.35,13.79,TRUE
YYYY-00-DD 00:00:SS,21,16,Onions,3.35,70.36,TRUE
YYYY-00-DD 00:00:SS,21,19,Mushrooms,2.73,44.58,TRUE
YYYY-00-DD 00:00:SS,21,8,Chili Paste,2.14,48.95,FALSE
YYYY-00-DD 00:00:SS,21,3,Coconut Milk,3.58,67.35,TRUE
YYYY-00-DD 00:00:SS,21,15,Olive Oil,2.42,61.9,TRUE
YYYY-00-DD 00:00:SS,21,15,Olive Oil,3.42,81.22,TRUE
YYYY-00-DD 00:00:SS,21,13,Lettuce,1.41,21.68,TRUE
YYYY-00-DD 00:00:SS,22,11,Ginger,1.98,21.48,TRUE
YYYY-00-DD 00:00:SS,22,7,Soy Sauce,1.75,9.74,TRUE
YYYY-00-DD 00:00:SS,22,9,Noodles,1.69,17.89,TRUE
YYYY-00-DD 00:00:SS,22,20,Cheddar Cheese,1.32,31.02,FALSE
YYYY-00-DD 00:00:SS,22,9,Noodles,2.64,28.17,TRUE
YYYY-00-DD 00:00:SS,22,17,Bell Peppers,1.45,34.14,FALSE
YYYY-00-DD 00:00:SS,23,8,Chili Paste,4.88,117.3,FALSE
YYYY-00-DD 00:00:SS,23,16,Onions,4.27,85.42,TRUE
YYYY-00-DD 00:00:SS,23,8,Chili Paste,1.68,39.62,TRUE
YYYY-00-DD 00:00:SS,24,16,Onions,4.72,97.31,TRUE
YYYY-00-DD 00:00:SS,24,1,Chicken Breast,3.29,35.68,TRUE
YYYY-00-DD 00:00:SS,24,8,Chili Paste,4.08,91.65,TRUE
YYYY-00-DD 00:00:SS,24,8,Chili Paste,2.29,52.71,TRUE
YYYY-00-DD 00:00:SS,24,19,Mushrooms,3.03,50.07,TRUE
YYYY-00-DD 00:00:SS,24,18,Beef Strips,1.46,33.8,TRUE
YYYY-00-DD 00:00:SS,24,14,Coriander,2.15,18.86,FALSE
YYYY-00-DD 00:00:SS,24,18,Beef Strips,1.62,37.03,TRUE
YYYY-00-DD 00:00:SS,25,15,Olive Oil,3.13,72.92,TRUE
YYYY-00-DD 00:00:SS,25,9,Noodles,2.35,23.05,TRUE
YYYY-00-DD 00:00:SS,25,7,Soy Sauce,1.25,7.46,TRUE
YYYY-00-DD 00:00:SS,25,18,Beef Strips,2.29,54.07,FALSE
YYYY-00-DD 00:00:SS,25,6,Tofu,2.02,30.64,TRUE
YYYY-00-DD 00:00:SS,25,16,Onions,4.04,83.61,TRUE
YYYY-00-DD 00:00:SS,25,19,Mushrooms,2.89,48.58,FALSE
YYYY-00-DD 00:00:SS,25,17,Bell Peppers,2.4,59.55,TRUE
YYYY-00-DD 00:00:SS,26,7,Soy Sauce,4.32,25.72,TRUE
YYYY-00-DD 00:00:SS,26,12,Tomatoes,1.5,23.63,TRUE
YYYY-00-DD 00:00:SS,26,1,Chicken Breast,4.75,51,FALSE
YYYY-00-DD 00:00:SS,27,9,Noodles,1.27,13.24,TRUE
YYYY-00-DD 00:00:SS,27,2,Basmati Rice,3.3,23.72,TRUE
YYYY-00-DD 00:00:SS,27,5,Salmon Fillet,1.56,11.95,TRUE
YYYY-00-DD 00:00:SS,27,16,Onions,1.81,35.86,TRUE
YYYY-00-DD 00:00:SS,28,19,Mushrooms,1.66,29.04,TRUE
YYYY-00-DD 00:00:SS,28,16,Onions,3.66,75.2,TRUE
YYYY-00-DD 00:00:SS,28,6,Tofu,2.44,37.73,FALSE
YYYY-00-DD 00:00:SS,29,16,Onions,2.57,54.35,TRUE
