restaurant_id,ingredient_id,ingredient_name,date,total_cost,rolling_avg,alert_type
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,27.89,46.34,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,29.32,48.63,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,28.04,47.12,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,36.37,50.51,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,40.3,46.81,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,16.82,45.56,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,31.17,44.05,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,40.48,47.97,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,28.43,43.75,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,28.39,45.2,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,37.69,49.12,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,26.63,44.88,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,34.94,43.64,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,32.57,48.29,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,41.47,48.67,Price Drop >10%
3,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,19.26,47.93,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,19.55,46.74,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,44.07,49.78,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,34.59,48.09,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,37.77,47.06,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,39.36,44.8,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,20.8,43.68,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,23.1,43.2,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,35.43,44.17,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,22.28,43.24,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,40.18,48.26,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,40.86,52.51,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,28.39,48.58,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,25.63,47.6,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,37.95,46.16,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,31.43,45.27,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,21.6,41.06,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,41.23,45.91,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,17.1,45.09,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,17.11,45.77,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,27.2,49.06,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,43.36,49.27,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,28.68,55.58,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,40.19,51.82,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,41.57,49.52,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.13,52.98,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,44.46,52.75,Price Drop >10%
4,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,44.2,49.42,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,37.7,45.34,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,17.74,40.74,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,36.44,44.45,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,40.5,45.46,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,41.55,47.3,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,26.85,42.43,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,49.7,55.24,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,36.34,54.92,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,19.94,50.3,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,38.12,47.86,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,26.85,52.57,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,40.59,49.03,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,31.77,44.4,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,19.33,41.36,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,19.27,48.11,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,22.19,55.17,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,39.06,51.17,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,22.45,48.38,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,21.74,46.06,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,38.85,47.47,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.42,41.78,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,30.47,42.61,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,19.49,42.78,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.8,42.48,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,22.6,40.33,Price Drop >10%
5,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,17.29,42.93,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,32.46,59.58,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,49.22,58.95,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,21.01,57.98,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,23.7,53,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.98,47.02,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,27.29,42.13,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,33.46,39.36,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,25.44,35.42,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,16.76,31.71,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.72,27.15,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,19.96,27.05,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,26.25,32.6,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,30.72,36.49,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,27.47,38.37,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,21.61,42.6,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,34.57,43.39,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,38.89,45.84,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,28.21,47.66,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,31.84,48.68,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,20.2,47.25,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.2,44.05,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,23.44,40.27,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,19.07,38.28,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,25.49,33.15,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,26.92,33.9,Price Drop >10%
6,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,27.66,38.27,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,33.43,41.43,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,25.91,39.49,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,25.27,44.21,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,40.68,45.71,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,34.08,43.83,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,34.36,41.08,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,20.69,39.81,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,31.68,41.26,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,33.48,39.55,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,28.11,40.6,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,29.27,40.09,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,37.54,41.78,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,17.47,38.16,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,27.48,40.35,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,25.3,35.99,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,35.86,44.65,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.1,45.17,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,21.91,50.33,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,19.14,45.6,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,27.21,41.47,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,33.8,49.37,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,37.24,46.11,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,38.35,43.5,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,31.72,44.48,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,21.9,44.76,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,35.78,45.62,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.67,41.35,Price Drop >10%
7,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,31.89,37.31,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,23.01,44.18,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,32.32,43.66,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,35.04,42,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,20.35,49.26,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,44.52,50.48,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,36.74,50.11,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,24.3,48.3,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,38.53,49.61,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.96,50.19,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,16.83,54.94,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,39.55,59.83,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,55.15,64.16,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,17.89,60.85,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,43.55,57.31,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.73,51.2,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.59,47.91,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,28.19,43.29,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,19.96,35.88,Price Drop >10%
8,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,31.32,42.25,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,26.56,37.46,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,16.49,43.17,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,38.35,47.88,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,46.41,52.1,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,16.95,48.91,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,24.62,49.15,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,41.01,53.81,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,23.57,56.92,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,20.94,51.8,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,27.65,47.9,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,36.27,47.42,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,32.61,46.95,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,30.15,47.61,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,22.93,42.79,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,30.58,43.76,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,30.19,47.62,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,39.73,47.03,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,37.62,43.81,Price Drop >10%
9,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,30.12,48.87,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,30.52,49.7,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,34.96,47.6,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,21.34,44.65,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,24.6,42.75,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,31.95,45.64,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,35.28,50.09,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,45.55,52.18,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,31.96,49.51,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,22.44,46.69,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,33.9,45.29,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,40.45,50.11,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,35.96,49.16,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,42.98,50.26,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,42.26,46.96,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,33.68,48.08,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,31.26,48.98,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,26.38,51.21,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,36.37,50.55,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,23.91,55.11,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,29.62,50.74,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,28.6,50.47,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,40.98,47.31,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,41.74,47.98,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,30.51,43.29,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,30.3,44.26,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,22.39,43.53,Price Drop >10%
10,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,18.72,45.68,Price Drop >10%
11,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,20.19,49.17,Price Drop >10%
11,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,36.35,47.34,Price Drop >10%
11,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,21.4,44.09,Price Drop >10%
11,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,35.37,43.13,Price Drop >10%
11,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,32.42,42.67,Price Drop >10%
11,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,29.77,42.85,Price Drop >10%
11,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,24.12,39.16,Price Drop >10%
11,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,21.73,35.69,Price Drop >10%
11,13,"12    Lettuce
Name: name, dtype: object",YYYY-00-DD 00:00:SS,19.73,33.73,Price Drop >10%
